,Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
2135,https://kawalpemilu.org#55631,"FEMNASI, MIOMAFO TIMUR, TIMOR TENGAH UTARA, NUSA TENGGARA TIMUR",1,233,15,248
10830,https://kawalpemilu.org#85224,"MATA WAIKAJAWI, UMBU RATU NGGAY BARAT, SUMBA TENGAH, NUSA TENGGARA TIMUR",2,164,10,174
9743,https://kawalpemilu.org#57701,"DALENG, LEMBOR, MANGGARAI BARAT, NUSA TENGGARA TIMUR",6,207,12,219
13575,https://kawalpemilu.org#58120,"TOROK GOLO, RANA MESE, MANGGARAI TIMUR, NUSA TENGGARA TIMUR",3,184,1,185
3659,https://kawalpemilu.org#56091,"PROBUR, ALOR BARAT DAYA, ALOR, NUSA TENGGARA TIMUR",6,201,4,205
266,https://kawalpemilu.org#927833,"MAKIRI, AIFAT TIMUR SELATAN, MAYBRAT, PAPUA BARAT",1,67,0,67
185,https://kawalpemilu.org#927683,"ORAIN, AYAMARU JAYA, MAYBRAT, PAPUA BARAT",1,135,5,140
92,https://kawalpemilu.org#81941,"FATEGOMI, AITINYO UTARA, MAYBRAT, PAPUA BARAT",1,166,0,166
932,https://kawalpemilu.org#83141,"AMBUAR, WAMESA, TELUK WONDAMA, PAPUA BARAT",1,114,0,114
515,https://kawalpemilu.org#82350,"MANOKWARI BARAT, MANOKWARI BARAT, MANOKWARI, PAPUA BARAT",68,145,63,208
862,https://kawalpemilu.org#83109,"WASIOR I, WASIOR, TELUK WONDAMA, PAPUA BARAT",11,75,26,101
206,https://kawalpemilu.org#927699,"ASES, AYAMARU SELATAN JAYA, MAYBRAT, PAPUA BARAT",1,183,10,193
232,https://kawalpemilu.org#81987,"SENI, MARE SELATAN, MAYBRAT, PAPUA BARAT",1,144,0,144
759,https://kawalpemilu.org#82859,"RAUKI, SUPNIN, RAJA AMPAT, PAPUA BARAT",1,148,4,152
617,https://kawalpemilu.org#82866,"SAONEK, WAIGEO SELATAN, RAJA AMPAT, PAPUA BARAT",1,156,63,219
3559,https://kawalpemilu.org#81489,"TOLIKAPURA, AMUMA, YAHUKIMO, PAPUA",2,298,0,298
1500,https://kawalpemilu.org#79834,"BAMBU PEMALI, MERAUKE, MERAUKE, PAPUA",8,110,55,165
2080,https://kawalpemilu.org#80146,"SENTANI KOTA, SENTANI, JAYAPURA, PAPUA",44,108,101,209
2136,https://kawalpemilu.org#80148,"DOBONSOLO, SENTANI, JAYAPURA, PAPUA",15,108,99,207
954,https://kawalpemilu.org#89151,"KUYAWAGE, KUYAWAGE, LANNY JAYA, PAPUA",2,171,0,171
3330,https://kawalpemilu.org#86493,"BOB, BIME, PEGUNUNGAN BINTANG, PAPUA",2,272,0,272
86,https://kawalpemilu.org#78589,"BOKONERI, BOKONERI, TOLIKARA, PAPUA",1,155,0,155
1977,https://kawalpemilu.org#79994,"WETAU, WAAN, MERAUKE, PAPUA",1,182,5,187
2620,https://kawalpemilu.org#80879,"BEKO, PANIAI BARAT, PANIAI, PAPUA",2,75,100,175
3301,https://kawalpemilu.org#81306,"ABMISIBIL, OKBIBAB, PEGUNUNGAN BINTANG, PAPUA",2,284,0,284
3613,https://kawalpemilu.org#81604,"NAHOMAS, KOSAREK, YAHUKIMO, PAPUA",5,200,0,200
2197,https://kawalpemilu.org#80189,"SKOAIM, KEMTUK, JAYAPURA, PAPUA",1,92,3,95
244,https://kawalpemilu.org#79008,"ASIKI I, JAIR, BOVEN DIGOEL, PAPUA",37,162,35,197
2954,https://kawalpemilu.org#81015,"TIMIKA JAYA, MIMIKA BARU, MIMIKA, PAPUA",18,168,128,296
680,https://kawalpemilu.org#79443,"YOBE, ABEPURA, KOTA JAYAPURA, PAPUA",32,76,86,162
2319,https://kawalpemilu.org#86230,"YEGEUGI, MENOU, NABIRE, PAPUA",1,225,0,225
3761,https://kawalpemilu.org#81758,"LANGDA, LANGDA, YAHUKIMO, PAPUA",6,300,0,300
3569,https://kawalpemilu.org#81494,"GOLOWEN, AMUMA, YAHUKIMO, PAPUA",1,300,0,300
2305,https://kawalpemilu.org#80316,"OYEHE, NABIRE, NABIRE, PAPUA",18,143,151,294
3142,https://kawalpemilu.org#81175,"ARARE, PANTAI TIMUR BAGIAN BARAT, SARMI, PAPUA",1,271,16,287
1296,https://kawalpemilu.org#929792,"NUMBOKAWI, MELAGI, LANNY JAYA, PAPUA",6,267,0,267
607,https://kawalpemilu.org#79425,"TRIKORA, JAYAPURA UTARA, KOTA JAYAPURA, PAPUA",6,143,40,183
1524,https://kawalpemilu.org#79835,"SERINGGU JAYA, MERAUKE, MERAUKE, PAPUA",9,165,40,205
522,https://kawalpemilu.org#79394,"BAGUSA, MAMBERAMO HILIR, MAMBERAMO RAYA, PAPUA",2,41,1,42
2508,https://kawalpemilu.org#86245,"SWAINOBER, SWANDIWE, BIAK NUMFOR, PAPUA",1,117,0,117
1728,https://kawalpemilu.org#79885,"SUMBER HARAPAN, TANAH MIRING, MERAUKE, PAPUA",5,173,23,196
2818,https://kawalpemilu.org#930532,"TINOU, MUYE, PANIAI, PAPUA",1,200,0,200
3311,https://kawalpemilu.org#81333,"BATOM, BATOM, PEGUNUNGAN BINTANG, PAPUA",1,265,0,265
3425,https://kawalpemilu.org#86571,"SEGAME, BATANI, PEGUNUNGAN BINTANG, PAPUA",2,232,0,232
381,https://kawalpemilu.org#79323,"FANJUR, SUPIORI UTARA, SUPIORI, PAPUA",1,117,2,119
2099,https://kawalpemilu.org#80146,"SENTANI KOTA, SENTANI, JAYAPURA, PAPUA",64,169,16,185
1677,https://kawalpemilu.org#79878,"KUPER, SEMANGGA, MERAUKE, PAPUA",1,124,30,154
1134,https://kawalpemilu.org#929711,"BALIEMPURA, BALINGGA BARAT, LANNY JAYA, PAPUA",1,256,0,256
1108,https://kawalpemilu.org#929698,"PIRAGI, WANO BARAT, LANNY JAYA, PAPUA",1,254,0,254
2572,https://kawalpemilu.org#80863,"AIKAI, PANIAI TIMUR, PANIAI, PAPUA",1,0,243,243
1708,https://kawalpemilu.org#79882,"WANINGGAP KAY, SEMANGGA, MERAUKE, PAPUA",2,53,127,180
159,https://kawalpemilu.org#78496,"WALELO, BOGONUK, TOLIKARA, PAPUA",1,209,0,209
2407,https://kawalpemilu.org#80655,"SUMBINYA, BIAK BARAT, BIAK NUMFOR, PAPUA",1,177,6,183
1901,https://kawalpemilu.org#14315,"SEKIJANG, TAPUNG HILIR, KAMPAR, RIAU",25,63,57,120
527,https://kawalpemilu.org#14149,"MENGKIRAU, TASIK PUTRI PUYU, KEPULAUAN MERANTI, RIAU",6,78,39,117
1335,https://kawalpemilu.org#14229,"PANDAU JAYA, SIAK HULU, KAMPAR, RIAU",11,73,139,212
3270,https://kawalpemilu.org#14496,"SEMELINANG DARAT, PERANAP, INDRAGIRI HULU, RIAU",1,66,165,231
11905,https://kawalpemilu.org#15467,"MERANGKAI, DAYUN, SIAK, RIAU",2,123,48,171
14136,https://kawalpemilu.org#15816,"TANGKERANG UTARA, BUKIT RAYA, KOTA PEKANBARU, RIAU",30,123,122,245
5206,https://kawalpemilu.org#928965,"SIMPANG PADANG, BATHIN SOLAPAN, BENGKALIS, RIAU",33,23,216,239
7207,https://kawalpemilu.org#14947,"Karya Tani, Kempas, INDRAGIRI HILIR, RIAU",3,42,77,119
9023,https://kawalpemilu.org#15186,"RAMBAH, RAMBAH HILIR, ROKAN HULU, RIAU",10,25,127,152
8033,https://kawalpemilu.org#15055,"PANGKALAN TERAP, TELUK MERANTI, PELALAWAN, RIAU",2,65,99,164
1545,https://kawalpemilu.org#14259,"GADING PERMAI, KAMPAR KIRI HILIR, KAMPAR, RIAU",2,24,138,162
14205,https://kawalpemilu.org#931182,"AIRDINGIN, BUKIT RAYA, KOTA PEKANBARU, RIAU",7,41,161,202
8133,https://kawalpemilu.org#15073,"KIAB JAYA, BANDAR SEI KIJANG, PELALAWAN, RIAU",8,76,141,217
2972,https://kawalpemilu.org#14440,"PEKAN HERAN, RENGAT BARAT, INDRAGIRI HULU, RIAU",1,76,180,256
6789,https://kawalpemilu.org#14878,"Keritang, Kemuning, INDRAGIRI HILIR, RIAU",4,138,56,194
5076,https://kawalpemilu.org#14737,"TASIK SERAI, TALANG MUANDAU, BENGKALIS, RIAU",2,227,5,232
13310,https://kawalpemilu.org#15600,"MUARO SENTAJO, SENTAJO RAYA, KUANTAN SINGINGI, RIAU",1,19,231,250
3675,https://kawalpemilu.org#14559,"SEKO LUBUK TIGO, LIRIK, INDRAGIRI HULU, RIAU",4,33,96,129
13120,https://kawalpemilu.org#15736,"RAWANG BINJAI, PANGEAN, KUANTAN SINGINGI, RIAU",1,46,128,174
5628,https://kawalpemilu.org#14776,"Tembilahan Kota, Tembilahan, INDRAGIRI HILIR, RIAU",70,30,110,140
4347,https://kawalpemilu.org#14669,"BUKIT BATU, BUKIT BATU, BENGKALIS, RIAU",2,46,172,218
5089,https://kawalpemilu.org#14738,"MELIBUR, TALANG MUANDAU, BENGKALIS, RIAU",1,92,14,106
7862,https://kawalpemilu.org#15020,"SERING, PELALAWAN, PELALAWAN, RIAU",2,32,185,217
16080,https://kawalpemilu.org#15864,"BULUH KASAP, DUMAI TIMUR, KOTA DUMAI, RIAU",23,36,101,137
2954,https://kawalpemilu.org#14436,"BARANGAN, RENGAT BARAT, INDRAGIRI HULU, RIAU",1,88,98,186
3535,https://kawalpemilu.org#14532,"LAHAI KEMUNING, BATANG CENAKU, INDRAGIRI HULU, RIAU",3,117,78,195
503,https://kawalpemilu.org#14102,"TELUK BUNTAL, TEBING TINGGI TIMUR, KEPULAUAN MERANTI, RIAU",2,65,118,183
12205,https://kawalpemilu.org#15512,"TELAGA SAM-SAM, KANDIS, SIAK, RIAU",7,129,169,298
4703,https://kawalpemilu.org#14698,"TANJUNGKAPAL, RUPAT, BENGKALIS, RIAU",12,125,20,145
15851,https://kawalpemilu.org#15850,"PANGKALAN SESAI, DUMAI BARAT, KOTA DUMAI, RIAU",24,85,170,255
14451,https://kawalpemilu.org#15822,"DELIMA, TAMPAN, KOTA PEKANBARU, RIAU",11,31,164,195
7705,https://kawalpemilu.org#14996,"PANGKALAN LESUNG, PANGKALAN LESUNG, PELALAWAN, RIAU",1,32,223,255
1984,https://kawalpemilu.org#14327,"GERBANG SARI, TAPUNG HILIR, KAMPAR, RIAU",1,114,47,161
14640,https://kawalpemilu.org#931186,"SIALANGMUNGGU, TAMPAN, KOTA PEKANBARU, RIAU",77,35,202,237
14450,https://kawalpemilu.org#15822,"DELIMA, TAMPAN, KOTA PEKANBARU, RIAU",10,26,126,152
9396,https://kawalpemilu.org#15215,"DAYO, TANDUN, ROKAN HULU, RIAU",6,134,87,221
14866,https://kawalpemilu.org#15826,"SIDOMULYO TIMUR, MARPOYAN DAMAI, KOTA PEKANBARU, RIAU",39,30,104,134
10365,https://kawalpemilu.org#15329,"SUKA MAJU, BAGAN SINEMBAH, ROKAN HILIR, RIAU",2,132,109,241
5041,https://kawalpemilu.org#14674,"TENGGAYUN, BANDAR LAKSAMANA, BENGKALIS, RIAU",7,22,190,212
4228,https://kawalpemilu.org#14660,"JANGKANG, BANTAN, BENGKALIS, RIAU",2,69,115,184
470,https://kawalpemilu.org#89479,"PANGKALAN BALAI, PULAUMERBAU, KEPULAUAN MERANTI, RIAU",1,31,107,138
398,https://kawalpemilu.org#14146,"MERANTI BUNTING, MERBAU, KEPULAUAN MERANTI, RIAU",2,91,73,164
10025,https://kawalpemilu.org#15294,"UJUNG TANJUNG, TANAH PUTIH, ROKAN HILIR, RIAU",8,106,83,189
13594,https://kawalpemilu.org#15792,"CINTA RAJA, SAIL, KOTA PEKANBARU, RIAU",13,39,171,210
1260,https://kawalpemilu.org#75724,"TONDOK BAKARU, MAMASA, MAMASA, SULAWESI BARAT",2,227,31,258
496,https://kawalpemilu.org#75507,"RIMUKU, MAMUJU, MAMUJU, SULAWESI BARAT",22,91,135,226
524,https://kawalpemilu.org#75509,"KARAMPUANG, MAMUJU, MAMUJU, SULAWESI BARAT",10,37,70,107
947,https://kawalpemilu.org#75626,"LELING, TOMMO, MAMUJU, SULAWESI BARAT",2,73,23,96
954,https://kawalpemilu.org#75628,"SANDANA, TOMMO, MAMUJU, SULAWESI BARAT",2,172,17,189
536,https://kawalpemilu.org#75511,"BATU PANNU, MAMUJU, MAMUJU, SULAWESI BARAT",1,130,110,240
3542,https://kawalpemilu.org#75557,"PASSAPA, BUDONG-BUDONG, MAMUJU TENGAH, SULAWESI BARAT",5,172,2,174
2318,https://kawalpemilu.org#75933,"TONYAMAN, BINUANG, POLEWALI MANDAR, SULAWESI BARAT",14,130,53,183
301,https://kawalpemilu.org#75477,"PAJALELE, TIKKE RAYA, MAMUJU UTARA, SULAWESI BARAT",5,99,40,139
2464,https://kawalpemilu.org#75959,"UGIBARU, MAPILLI, POLEWALI MANDAR, SULAWESI BARAT",1,106,133,239
3545,https://kawalpemilu.org#69788,"TOGO-TOGO, BATANG, JENEPONTO, SULAWESI SELATAN",11,18,174,192
16339,https://kawalpemilu.org#71439,"BANGKALA, MAIWA, ENREKANG, SULAWESI SELATAN",4,53,133,186
22507,https://kawalpemilu.org#72451,"KASSI-KASSI, RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN",7,72,126,198
271,https://kawalpemilu.org#69326,"SA'DAN TIROALLO, SA'DAN, TORAJA UTARA, SULAWESI SELATAN",6,138,20,158
6855,https://kawalpemilu.org#70168,"PALANGKA, SINJAI  SELATAN, SINJAI, SULAWESI SELATAN",7,42,162,204
11044,https://kawalpemilu.org#70799,"KASSI, BALOCCI, PANGKAJENE DAN KEPULAUAN, SULAWESI SELATAN",4,78,142,220
11326,https://kawalpemilu.org#70825,"BONTO BONTO, MARANG, PANGKAJENE DAN KEPULAUAN, SULAWESI SELATAN",11,48,81,129
17065,https://kawalpemilu.org#71577,"TONGKO, BAROKO, ENREKANG, SULAWESI SELATAN",10,36,96,132
5785,https://kawalpemilu.org#70047,"BONTO BONTOA, SOMBA OPU, GOWA, SULAWESI SELATAN",36,81,85,166
2644,https://kawalpemilu.org#69685,"MALLILINGI, BANTAENG, BANTAENG, SULAWESI SELATAN",5,65,188,253
10539,https://kawalpemilu.org#70740,"MATTIRODECENG, LAU, MAROS, SULAWESI SELATAN",5,72,104,176
18527,https://kawalpemilu.org#71902,"PA'TENGKO, MENGKENDEK, TANA TORAJA, SULAWESI SELATAN",1,167,49,216
8605,https://kawalpemilu.org#70461,"MICO, PALAKKA, BONE, SULAWESI SELATAN",6,112,89,201
9311,https://kawalpemilu.org#70576,"MAJANG, TANETE RIATTANG BARAT, BONE, SULAWESI SELATAN",7,161,89,250
16663,https://kawalpemilu.org#71502,"MAMPU, ANGGERAJA, ENREKANG, SULAWESI SELATAN",4,43,159,202
10104,https://kawalpemilu.org#70680,"MINASAUPA, BONTOA, MAROS, SULAWESI SELATAN",4,95,142,237
20687,https://kawalpemilu.org#72307,"PARUMPANAI, WASUPONDA, LUWU TIMUR, SULAWESI SELATAN",5,17,119,136
19542,https://kawalpemilu.org#72121,"MALIMONGAN, SEKO, LUWU UTARA, SULAWESI SELATAN",3,174,5,179
7720,https://kawalpemilu.org#70279,"BUARENG, KAJUARA, BONE, SULAWESI SELATAN",5,57,97,154
13875,https://kawalpemilu.org#71149,"SIWA, PITUMPANUA, WAJO, SULAWESI SELATAN",2,63,101,164
21572,https://kawalpemilu.org#72417,"TAMAMAUNG, PANAKUKKANG, KOTA MAKASSAR, SULAWESI SELATAN",56,71,103,174
2547,https://kawalpemilu.org#69674,"BONTO RITA, BISSAPPU, BANTAENG, SULAWESI SELATAN",8,28,164,192
9043,https://kawalpemilu.org#70545,"WATANG PADACCENGNGA, DUA BOCCOE, BONE, SULAWESI SELATAN",2,122,39,161
16739,https://kawalpemilu.org#71515,"KALOSI, ALLA, ENREKANG, SULAWESI SELATAN",6,22,123,145
14072,https://kawalpemilu.org#71182,"BENTENG, PENRANG, WAJO, SULAWESI SELATAN",1,175,47,222
15852,https://kawalpemilu.org#71396,"BETTENG, LEMBANG, PINRANG, SULAWESI SELATAN",10,39,62,101
7297,https://kawalpemilu.org#70214,"PASIR PUTIH, SINJAI BORONG, SINJAI, SULAWESI SELATAN",1,47,190,237
21352,https://kawalpemilu.org#72391,"WALA-WALAYA, TALLO, KOTA MAKASSAR, SULAWESI SELATAN",1,73,130,203
11090,https://kawalpemilu.org#70803,"SAMALEWA, BUNGORO, PANGKAJENE DAN KEPULAUAN, SULAWESI SELATAN",21,61,164,225
23230,https://kawalpemilu.org#72489,"LUMPUE, BACUKIKI BARAT, KOTA PARE PARE, SULAWESI SELATAN",24,93,107,200
1444,https://kawalpemilu.org#69549,"POLEWALI, GANTARANG, BULUKUMBA, SULAWESI SELATAN",14,85,92,177
292,https://kawalpemilu.org#69332,"LA'BO', SANGGALANGI, TORAJA UTARA, SULAWESI SELATAN",1,135,6,141
3533,https://kawalpemilu.org#69786,"SAPANANG, BINAMU, JENEPONTO, SULAWESI SELATAN",9,10,205,215
12602,https://kawalpemilu.org#70970,"PAROTO, LILIRILAU, SOPPENG, SULAWESI SELATAN",10,81,19,100
8035,https://kawalpemilu.org#70352,"LAPPAUPANG, MARE, BONE, SULAWESI SELATAN",1,129,64,193
18777,https://kawalpemilu.org#71953,"MIALLO, MAPPAK, TANA TORAJA, SULAWESI SELATAN",5,108,4,112
6015,https://kawalpemilu.org#70058,"BONTORAMBA, SOMBA OPU, GOWA, SULAWESI SELATAN",1,50,108,158
15440,https://kawalpemilu.org#71362,"MACCORAWALIE, WATANG SAWITO, PINRANG, SULAWESI SELATAN",13,34,117,151
18399,https://kawalpemilu.org#71875,"ARIANG, MAKALE, TANA TORAJA, SULAWESI SELATAN",1,177,48,225
14806,https://kawalpemilu.org#71285,"MOJONG, WT. SIDENRENG, SIDENRENG RAPPANG, SULAWESI SELATAN",3,116,120,236
22782,https://kawalpemilu.org#72466,"TAMALANREA JAYA, TAMALANREA, KOTA MAKASSAR, SULAWESI SELATAN",31,71,109,180
6857,https://kawalpemilu.org#70168,"PALANGKA, SINJAI  SELATAN, SINJAI, SULAWESI SELATAN",9,18,204,222
8806,https://kawalpemilu.org#70499,"LAMURU, TELLU SIATTINGE, BONE, SULAWESI SELATAN",9,99,73,172
20142,https://kawalpemilu.org#72216,"ASULI, TOWUTI, LUWU TIMUR, SULAWESI SELATAN",8,70,121,191
15870,https://kawalpemilu.org#71398,"RAJANG, LEMBANG, PINRANG, SULAWESI SELATAN",7,68,100,168
17101,https://kawalpemilu.org#71600,"LISSAGA, BASSE SANGTEMPE, LUWU, SULAWESI SELATAN",2,10,59,69
23483,https://kawalpemilu.org#72514,"MANCANI, TELLUWANUA, KOTA PALOPO, SULAWESI SELATAN",1,48,155,203
17046,https://kawalpemilu.org#71576,"BENTENG ALLA UTARA, BAROKO, ENREKANG, SULAWESI SELATAN",1,31,88,119
13848,https://kawalpemilu.org#71144,"SOGI, MANIANGPAJO, WAJO, SULAWESI SELATAN",2,119,81,200
7057,https://kawalpemilu.org#70192,"SAOTENGNGA, SINJAI TENGAH, SINJAI, SULAWESI SELATAN",11,65,114,179
4798,https://kawalpemilu.org#69937,"SOMBALABELLA, PATTALLASSANG, TAKALAR, SULAWESI SELATAN",18,67,160,227
23385,https://kawalpemilu.org#72500,"PAJALESANG, WARA, KOTA PALOPO, SULAWESI SELATAN",9,108,111,219
10073,https://kawalpemilu.org#70677,"TUPPABIRING, BONTOA, MAROS, SULAWESI SELATAN",4,138,119,257
23077,https://kawalpemilu.org#72481,"WATANG SOREANG, SOREANG, KOTA PARE PARE, SULAWESI SELATAN",20,87,85,172
8992,https://kawalpemilu.org#70532,"MELLE, DUA BOCCOE, BONE, SULAWESI SELATAN",6,150,38,188
19765,https://kawalpemilu.org#72171,"SALULEMO, BAEBUNTA, LUWU UTARA, SULAWESI SELATAN",3,33,114,147
14539,https://kawalpemilu.org#71254,"LALEBATA, PANCA RIJANG, SIDENRENG RAPPANG, SULAWESI SELATAN",16,56,93,149
20289,https://kawalpemilu.org#72238,"TAMPINNA, ANGKONA, LUWU TIMUR, SULAWESI SELATAN",6,49,151,200
9681,https://kawalpemilu.org#70631,"MADANRENG PULU, PATIMPENG, BONE, SULAWESI SELATAN",2,93,100,193
12717,https://kawalpemilu.org#70978,"LAPAJUNG, LALABATA, SOPPENG, SULAWESI SELATAN",18,51,73,124
21787,https://kawalpemilu.org#72427,"MANGASA, TAMALATE, KOTA MAKASSAR, SULAWESI SELATAN",37,30,115,145
12111,https://kawalpemilu.org#70919,"KUPA, MALLUSETASI, BARRU, SULAWESI SELATAN",6,79,45,124
305,https://kawalpemilu.org#69333,"BUNTU LA'BO', SANGGALANGI, TORAJA UTARA, SULAWESI SELATAN",3,122,13,135
3850,https://kawalpemilu.org#69823,"BULUSUKA, BONTORAMBA, JENEPONTO, SULAWESI SELATAN",4,62,182,244
20709,https://kawalpemilu.org#72311,"BONTORANNU, MARISO, KOTA MAKASSAR, SULAWESI SELATAN",13,82,149,231
2443,https://kawalpemilu.org#68001,"SAYO, POSO KOTA SELATAN, POSO, SULAWESI TENGAH",7,34,108,142
492,https://kawalpemilu.org#67488,"BANGGA, DOLO SELATAN, SIGI, SULAWESI TENGAH",8,153,8,161
4326,https://kawalpemilu.org#68353,"MULANGATO, PALELEH, BUOL, SULAWESI TENGAH",3,115,59,174
28,https://kawalpemilu.org#67400,"OLOBUJU, SIGI BIROMARU, SIGI, SULAWESI TENGAH",1,40,105,145
4938,https://kawalpemilu.org#68658,"EMEA, WITA PONDA, MOROWALI, SULAWESI TENGAH",2,69,137,206
4640,https://kawalpemilu.org#68529,"MARSAOLEH, BUNGKU TENGAH, MOROWALI, SULAWESI TENGAH",2,46,141,187
4161,https://kawalpemilu.org#68302,"BINONTOAN, TOLI-TOLI UTARA, TOLITOLI, SULAWESI TENGAH",6,133,41,174
3297,https://kawalpemilu.org#68173,"TIBO, SINDUE TOMBUSABORA, DONGGALA, SULAWESI TENGAH",2,109,93,202
7031,https://kawalpemilu.org#69180,"TAKIBANGKE, ULUBONGKA, TOJO UNA-UNA, SULAWESI TENGAH",5,64,64,128
1915,https://kawalpemilu.org#87993,"BOMBONGAN, MANTOH, BANGGAI, SULAWESI TENGAH",3,110,7,117
7591,https://kawalpemilu.org#69249,"PETOBO, PALU SELATAN, KOTA PALU, SULAWESI TENGAH",3,54,170,224
5083,https://kawalpemilu.org#68715,"MANGGALAI, TINANGKUNG, BANGGAI KEPULAUAN, SULAWESI TENGAH",3,103,49,152
305,https://kawalpemilu.org#67440,"PUROO, LINDU, SIGI, SULAWESI TENGAH",1,247,8,255
513,https://kawalpemilu.org#67492,"ROGO, DOLO SELATAN, SIGI, SULAWESI TENGAH",1,48,137,185
7235,https://kawalpemilu.org#69092,"MOLOWAGU, BATUDAKA, TOJO UNA-UNA, SULAWESI TENGAH",1,83,139,222
7264,https://kawalpemilu.org#69123,"KALIA, TALATAKO, TOJO UNA-UNA, SULAWESI TENGAH",5,50,72,122
3447,https://kawalpemilu.org#68201,"MALEI, BALAESANG TANJUNG, DONGGALA, SULAWESI TENGAH",4,116,108,224
2362,https://kawalpemilu.org#67981,"TRI MULYA, POSO PESISIR UTARA, POSO, SULAWESI TENGAH",2,158,9,167
4859,https://kawalpemilu.org#68627,"BERINGIN JAYA, BUMI RAYA, MOROWALI, SULAWESI TENGAH",3,107,23,130
740,https://kawalpemilu.org#67538,"BEKA, MARAWOLA, SIGI, SULAWESI TENGAH",2,61,121,182
1672,https://kawalpemilu.org#67827,"OMBOLU, BATUI SELATAN, BANGGAI, SULAWESI TENGAH",3,142,34,176
523,https://kawalpemilu.org#67494,"BALONGGA, DOLO SELATAN, SIGI, SULAWESI TENGAH",1,76,83,159
5713,https://kawalpemilu.org#928627,"GIO BARAT, MOUTONG, PARIGI MOUTONG, SULAWESI TENGAH",1,101,57,158
7554,https://kawalpemilu.org#73610,"LALOLE, SIOMPU BARAT, BUTON SELATAN, SULAWESI TENGGARA",1,53,54,107
6669,https://kawalpemilu.org#72878,"WAKADAWU, WAWONII TIMUR, KONAWE KEPULAUAN, SULAWESI TENGGARA",1,58,124,182
3136,https://kawalpemilu.org#73975,"RAMBU RAMBU, LAEYA, KONAWE SELATAN, SULAWESI TENGGARA",1,60,177,237
1927,https://kawalpemilu.org#73337,"KONTUMOLEPE, TONGKUNO, MUNA, SULAWESI TENGGARA",2,59,71,130
6951,https://kawalpemilu.org#73409,"KASIMPA JAYA, TIWORO SELATAN, MUNA BARAT, SULAWESI TENGGARA",2,115,82,197
1439,https://kawalpemilu.org#73006,"LAHUTUTU, WONGGEDUKU BARAT, KONAWE, SULAWESI TENGGARA",1,38,110,148
2497,https://kawalpemilu.org#73677,"LAMOEN, ANGATA, KONAWE SELATAN, SULAWESI TENGGARA",1,43,150,193
5146,https://kawalpemilu.org#74614,"ANDONOHU, POASIA, KOTA KENDARI, SULAWESI TENGGARA",4,52,81,133
2328,https://kawalpemilu.org#73629,"WASUEMBA, WABULA, BUTON, SULAWESI TENGGARA",1,64,76,140
3648,https://kawalpemilu.org#74145,"MASALOKA BARAT, KEP. MASALOKA RAYA, BOMBANA, SULAWESI TENGGARA",1,65,76,141
1608,https://kawalpemilu.org#73231,"LAIWORU, BATALAIWARU, MUNA, SULAWESI TENGGARA",24,37,75,3
7274,https://kawalpemilu.org#85823,"KATUKOBARI, MAWASANGKA TENGAH, BUTON TENGAH, SULAWESI TENGGARA",1,57,97,154
1342,https://kawalpemilu.org#73107,"PEREO'A, KAPOIALA, KONAWE, SULAWESI TENGGARA",1,22,107,129
7567,https://kawalpemilu.org#73612,"LAMANINGGARA, SIOMPU BARAT, BUTON SELATAN, SULAWESI TENGGARA",5,42,64,108
416,https://kawalpemilu.org#72681,"MANGOLO, LATAMBAGA, KOLAKA, SULAWESI TENGGARA",4,46,153,199
4571,https://kawalpemilu.org#74519,"KOKAPI, SAWA, KONAWE UTARA, SULAWESI TENGGARA",2,40,104,144
7411,https://kawalpemilu.org#73495,"TIRA, SAMPOLAWA, BUTON SELATAN, SULAWESI TENGGARA",2,77,42,119
1339,https://kawalpemilu.org#73105,"LAMENDORA, KAPOIALA, KONAWE, SULAWESI TENGGARA",1,29,129,158
4801,https://kawalpemilu.org#89825,"LAPANDEWA, KULISUSU BARAT, BUTON UTARA, SULAWESI TENGGARA",1,130,89,219
5595,https://kawalpemilu.org#74650,"KADIA, KADIA, KOTA KENDARI, SULAWESI TENGGARA",23,66,114,180
1431,https://kawalpemilu.org#66073,"WALEURE, LANGOWAN TIMUR, MINAHASA, SULAWESI UTARA",5,129,63,192
326,https://kawalpemilu.org#65800,"KOMBOT, PINOLOSIAN, BOLAANG MONGONDOW SELATAN, SULAWESI UTARA",5,35,141,176
6358,https://kawalpemilu.org#67179,"MALENDENG, PAAL DUA, KOTA MANADO, SULAWESI UTARA",7,169,72,241
547,https://kawalpemilu.org#89878,"AMERTHA SARI, DUMOGA TIMUR, BOLAANG MONGONDOW, SULAWESI UTARA",2,130,34,164
3376,https://kawalpemilu.org#66664,"KAPITU, AMURANG BARAT, MINAHASA SELATAN, SULAWESI UTARA",7,183,22,205
2515,https://kawalpemilu.org#66354,"KOLONGAN MITUNG, TAHUNA BARAT, KEPULAUAN SANGIHE, SULAWESI UTARA",2,183,9,192
6068,https://kawalpemilu.org#67218,"MALALAYANG SATU, MALALAYANG, KOTA MANADO, SULAWESI UTARA",4,162,38,200
4053,https://kawalpemilu.org#66818,"LIKUPANG KAMPUNG AMBONG, LIKUPANG TIMUR, MINAHASA UTARA, SULAWESI UTARA",1,205,45,250
